,cluster_broad,date_publish,outlet,headline
732,3,2019-08-29 00:30:21,Breitbart,2020 Dems Thank 'Sister' and 'Righteous Fighter' Gillibrand Following Exit
733,3,2019-08-29 00:32:28,Fox News,Laura Ingraham: Bernie Sanders has 'soft spot' for 'Chinese thugs'
734,10,2019-08-29 00:37:15,The Washington Post,O’Rourke campaign ejects Breitbart reporter from speech
735,2,2019-08-29 00:39:03,Reuters,U.S. warship sails near South China Sea islands claimed by China
736,7,2019-08-29 00:41:07,HuffPost,"Puerto Rico Spared The Worst Of Hurricane Dorian, First Major Storm Since María"
737,7,2019-08-29 00:55:42,Reuters,Trump slams 'corrupt' Puerto Rico as Hurricane Dorian skirts island
738,3,2019-08-29 00:58:25,The Washington Post,Stacey Abrams says she’d be ‘honored’ to be vice president
739,0,2019-08-29 01:02:30,Yahoo! News,"Trump administration policy alters automatic citizenship for some children of US military, government workers"
740,14,2019-08-29 01:03:56,Reuters,China rotates new batch of troops into Hong Kong
741,4,2019-08-29 01:04:19,The Washington Post,Yemeni government forces push into key port city of Aden
742,12,2019-08-29 01:12:56,Yahoo! News,Ex-Michigan lawmaker pleads no contest after sex scandal
743,2,2019-08-29 01:13:48,Fox News,Trump slams Washington Post over report on pardons
744,3,2019-08-29 01:25:00,NBC News,Voting machine issues and viral video cast shadow on Mississippi governor's race
745,3,2019-08-29 01:25:00,NBC News,Voting machine issues and viral video cast shadow on Mississippi governor's race
746,3,2019-08-29 01:27:58,The Washington Post,Sen. Kirsten Gillibrand ends once-promising presidential bid
747,2,2019-08-29 01:30:31,Yahoo! News,House Judiciary Committee to investigate Trump's desire to use his Doral resort to host next G-7 summit
748,2,2019-08-29 01:30:31,USA Today,Democrats to probe Trump's plan to host G-7 summit at his Doral resort
749,13,2019-08-29 01:39:20,Reuters,Retailers howl as U.S. trade agency locks in 15% tariffs on September 1
750,5,2019-08-29 01:41:38,The Washington Post,The Latest: Queen approves request to suspend Parliament
751,7,2019-08-29 01:42:04,HuffPost,Trump Trashed Puerto Rico On Twitter As Island Braced For Hurricane Dorian
752,3,2019-08-29 01:56:34,Reuters,U.S. Senator Gillibrand exits Democratic presidential race
753,10,2019-08-29 02:27:19,The Washington Post,The Latest: MSNBC’s O’Donnell retracts Trump-Russia story
754,14,2019-08-29 02:29:24,Reuters,China rotates new batch of troops into Hong Kong
756,10,2019-08-29 02:44:01,HuffPost,MSNBC's Lawrence O'Donnell Retracts Unverified Trump Finances Report
757,14,2019-08-29 02:52:43,Reuters,China military says will make 'new' contributions to Hong Kong's stability
758,0,2019-08-29 02:53:41,Yahoo! News,Germany's far-right AfD hopes for first state election wins
759,14,2019-08-29 02:55:15,The Guardian,Chinese troop movement into Hong Kong prompts unease
760,14,2019-08-29 03:38:09,Reuters,China rotates Hong Kong troops as protesters call for democracy
761,4,2019-08-29 03:39:12,The Washington Post,Detained writer urges Australia to help free him from China
762,3,2019-08-29 03:40:38,The Washington Post,"Biden pledges ‘absolute wall’ between job, family business"
763,14,2019-08-29 03:58:25,The Washington Post,China’s Hong Kong-stationed troops complete new rotation
764,2,2019-08-29 04:00:42,The Guardian,"Lives at risk from surge in measles across Europe, experts warn"
765,3,2019-08-29 04:01:00,NBC News,'Clarifying': The Democratic debate stage narrows and candidates quit the race
766,2,2019-08-29 04:02:44,Reuters,Global measles cases three times higher than last year: WHO
767,7,2019-08-29 04:03:02,Yahoo! News,Hurricane heads for Florida after brushing Caribbean islands
768,2,2019-08-29 04:03:21,The Washington Post,"‘Dramatic resurgence’ of measles seen in Europe, WHO reports"
769,14,2019-08-29 04:06:38,Yahoo! News,"Hong Kong Police Ban Mass Weekend Protest March, Organizer Says"
771,4,2019-08-29 04:34:24,Yahoo! News,Myanmar workers facing death penalty for British tourist murders to seek Thai pardon
772,4,2019-08-29 04:34:24,Reuters,Thai court to rule on Myanmar workers' appeal in British tourist murders
773,10,2019-08-29 04:53:00,Los Angeles Times,MSNBC host Lawrence O'Donnell retracts story about Trump and Russia
774,4,2019-08-29 05:04:07,Reuters,Australia seeks release of writer as China warns not to interfere
776,2,2019-08-29 05:10:00,ABC News,Parents urged to vaccinate their kids against measles ahead of the new year
777,0,2019-08-29 05:11:08,Los Angeles Times,New citizenship rules for children of U.S. military members cause confusion
778,3,2019-08-29 05:13:48,Politico,Tom Steyer’s mega-millions debate gambit flops
779,4,2019-08-29 05:39:28,Reuters,Explainer: Deepening unrest in Indonesia's Papua
780,2,2019-08-29 05:41:35,Reuters,South Korea's top court orders review of ex-president Park's graft case
781,6,2019-08-29 06:00:48,The Guardian,US opioid crisis: experts say payouts from drug makers ‘highly questionable’
782,2,2019-08-29 06:06:42,Reuters,South Korea's top court returns Samsung heir Lee's bribery case for review
783,4,2019-08-29 06:08:05,Reuters,Thailand's top court upholds Myanmar workers' death penalty in British backpacker murders
784,2,2019-08-29 06:29:29,Reuters,Scrapped intelligence pact draws United States into deepening South Korea-Japan dispute
785,2,2019-08-29 06:32:27,Reuters,South Korea top court returns Samsung heir Lee's bribery case for review
786,4,2019-08-29 06:32:45,Reuters,Baghdad's crackdown on Iran-allied militias faces resistance
787,14,2019-08-29 06:48:02,Yahoo! News,China 'rotates' troops in Hong Kong ahead of planned rallies
788,4,2019-08-29 06:56:21,Reuters,Thai court upholds death penalty for Myanmar workers in British tourist murders
789,9,2019-08-29 07:00:00,Yahoo! News,Brazil’s Neighbors Are Also Burning and Poisoning the Amazon
791,14,2019-08-29 07:04:22,Reuters,"China says troop rotation in line with law, will protect Hong Kong"
793,10,2019-08-29 07:08:09,HuffPost,‘Interview’s Over!’: Chris Cuomo Cuts Off Kayleigh McEnany Over Wildest Trump Claim Yet
794,2,2019-08-29 07:18:42,The Washington Post,"S. Korean court sends Park, Samsung heir cases to new trials"
795,4,2019-08-29 07:54:39,The Guardian,Death penalty upheld in Thai backpacker murder case
797,5,2019-08-29 07:55:18,Reuters,Queen did not challenge suspension of UK parliament: Rees-Mogg
798,10,2019-08-29 08:02:45,Fox News,"Trump tears into Lawrence O’Donnell, media over ‘totally false’ Russia report: ‘ALL APOLOGIZE!’"
799,4,2019-08-29 08:15:26,Reuters,Thai court upholds death penalty for Myanmar workers in British tourist murders
800,12,2019-08-29 08:21:16,Los Angeles Times,Woman cleared of murder after 35 years in prison gets $3 million
801,1,2019-08-29 08:21:53,Reuters,"Tesla's Musk, Alibaba's Ma talk aliens and AI, skip issues like trade"
802,14,2019-08-29 08:31:56,Reuters,China's defense ministry says Hong Kong protests must respect law
803,11,2019-08-29 08:32:46,Reuters,Italian president gives Conte mandate to form new government
804,2,2019-08-29 08:33:23,Yahoo! News,Trump Is Joking When He Asks People to Break the Law? Tell That to the Russians.
806,2,2019-08-29 08:44:06,Fox News,Trump administration backs nurse who says employer forced her to perform abortion
807,11,2019-08-29 08:45:16,The Washington Post,The Latest: Italy’s Conte tapped to form new government
808,14,2019-08-29 08:47:05,Yahoo! News,China rotates troops in Hong Kong as police ban new rally
809,4,2019-08-29 08:49:17,Reuters,Gunmen kill four Iraqi soldiers at checkpoint in Anbar province
810,11,2019-08-29 08:51:28,Reuters,Jailed Ukrainian filmmaker brought to Moscow amid prisoner swap talks: Russian media
811,14,2019-08-29 08:56:57,The Guardian,Staff of NGO linked to Hong Kong arrested in southern China
812,4,2019-08-29 08:57:08,CNN,Thailand backpacker murders: Supreme Court upholds death sentence
813,5,2019-08-29 08:59:33,Reuters,Sterling struggles as threat of a no-deal Brexit grows
814,11,2019-08-29 09:00:03,The Guardian,Italian president gives Conte mandate to form new government
815,2,2019-08-29 09:03:34,Reuters,South Korea court ruling raises chance of Samsung heir's return to jail
816,6,2019-08-29 09:08:06,HuffPost,Thousands Of New Yorkers Are About To Have Their Pot Convictions Expunged
817,11,2019-08-29 09:08:56,Reuters,"Italy's Conte accepts new mandate, hopes to draw up government list quickly"
818,5,2019-08-29 09:16:08,The Guardian,EU parliament's leader criticises Boris Johnson for prorogation
819,0,2019-08-29 09:17:58,Reuters,Spanish coastguard rescues 208 migrants crossing from Africa to Spain
820,8,2019-08-29 09:21:15,The Washington Post,Dog walker stabbed to death while working in DC; 1 arrested
822,6,2019-08-29 09:26:00,ABC News,"Surgeon General warns of risks of marijuana use by pregnant women, young people"
823,11,2019-08-29 09:36:02,Reuters,Conte accepts president's mandate to form new Italian government
824,4,2019-08-29 09:36:15,The Washington Post,"Yemeni commander: Airstrikes hit government forces on the way to port city of Aden, killing at least 30"
825,11,2019-08-29 09:36:25,The Washington Post,Conte asked to seek new Italy gov’t aimed at foiling Salvini
826,2,2019-08-29 09:38:22,Fox News,Rep. Doug Collins says Democratic House staffers are a 'distraction' at the border
827,9,2019-08-29 09:40:23,Fox News,Trump’s EPA to roll back Obama-era regs on methane emissions from oil fields
828,10,2019-08-29 09:40:36,The Washington Post,Kayleigh McEnany says Trump has never lied to the public
829,2,2019-08-29 09:45:23,HuffPost,Here Are All The Ways Democrats Are Trying To Get Trump's Tax Returns
831,4,2019-08-29 09:53:02,Reuters,Myanmar workers facing death penalty for British tourist murders to seek Thai pardon
832,4,2019-08-29 09:53:32,The Washington Post,Protesters burn local assembly building in Papua protest
833,11,2019-08-29 09:53:45,CNN,Italian Prime Minister Giuseppe Conte returns as the country patches a new government back together
834,5,2019-08-29 09:55:28,The Washington Post,British leader’s backers dismiss outrage over Parliament suspension as ‘candyfloss’
835,7,2019-08-29 09:56:24,The Washington Post,10 Things to Know for Today
836,5,2019-08-29 09:56:43,Reuters,"Scottish Conservative leader Davidson quits, citing Brexit and family"
837,1,2019-08-29 09:59:08,The Guardian,Apple apologises for allowing workers to listen to Siri recordings
838,3,2019-08-29 10:00:14,Los Angeles Times,The debate Dems have waited for: Joe Biden vs. Elizabeth Warren
840,5,2019-08-29 10:04:14,The Washington Post,"Ruth Davidson resigns as Scottish Conservative Party leader amid political firestorm on Brexit, cites family reasons"
841,15,2019-08-29 10:09:45,Fox News,"James Comey violated FBI policies with memos on Trump discussions, IG report says"
842,8,2019-08-29 10:16:34,USA Today,Rep. Ilhan Omar denies accusations on her personal life
843,5,2019-08-29 10:17:06,Breitbart,Rees-Mogg Criticises Remainer Hysteria over Suspending Parliament
844,2,2019-08-29 10:19:24,CBS News,Construction begins on 30-foot border wall in fragile Arizona desert
845,5,2019-08-29 10:22:14,Yahoo! News,"Portuguese national interrupts TV interview, gives moving speech about Brexit's impact"
846,5,2019-08-29 10:25:30,Yahoo! News,British Prime Minister Boris Johnson Has Suspended the U.K.'s Parliament. What Happens Next?
847,15,2019-08-29 10:31:00,ABC News,"Inspector general finds Comey violated policy on Trump memos, DOJ declines prosecution"
848,0,2019-08-29 10:34:31,Fox News,'Storm Area 51' causes second Nevada county to sign emergency declaration
849,15,2019-08-29 10:37:55,National Review,James Comey Set Dangerous Example Says DOJ Inspector General
850,5,2019-08-29 10:40:03,Reuters,Hearing in no-deal Brexit suspension case to take place on Thursday
851,8,2019-08-29 10:43:50,HuffPost,FBI Crime Lab Reportedly Examining 2 Faulty Cameras Outside Jeffrey Epstein’s Jail Cell
852,11,2019-08-29 10:46:28,Reuters,Colombia's FARC dissidents say will launch new offensive
853,15,2019-08-29 10:52:46,Fox News,"Comey defiant after IG report says he violated policies, says apology from critics ‘would be nice’"
854,5,2019-08-29 10:53:30,BBC,Europe papers criticise Johnson's 'perfidious' move
857,15,2019-08-29 11:05:59,PBS,Watchdog says Comey violated FBI policies in handling of memos
858,5,2019-08-29 11:09:41,Reuters,Scottish court hearing on legality of parliament suspension due on Thursday
859,5,2019-08-29 11:10:42,Reuters,"Scottish Conservative leader Davidson quits, citing Brexit and family"
860,0,2019-08-29 11:19:11,Chicago Tribune,New Trump administration rules will make it harder for some children of immigrants in U.S. military to get citizenship
861,2,2019-08-29 11:20:42,Yahoo! News,Trump administration accuses hospital of forcing Catholic nurse to participate in abortion
862,2,2019-08-29 11:26:36,Yahoo! News,young activists will push leaders to address climate crisis
863,2,2019-08-29 11:26:36,The Guardian,Greta Thunberg: young activists will push leaders to address climate crisis
864,9,2019-08-29 11:35:11,The Washington Post,New rollback for climate-changing releases from oilfields
865,4,2019-08-29 11:36:46,Reuters,Violent protest erupts in capital of Indonesia's Papua
866,11,2019-08-29 11:37:01,Reuters,Breakingviews - Italy’s odd coalition offers deceptive stability
867,2,2019-08-29 11:43:55,Fox News,Dems fire back after DHS bars staff from visiting border facilities
868,5,2019-08-29 11:46:11,Yahoo! News,"No-deal, prorogue and BOBs: A Brexit glossary"
869,8,2019-08-29 11:51:00,ABC News,27-year-old woman randomly stabbed to death while walking a dog
870,7,2019-08-29 11:52:00,NBC News,"Hurricane Dorian skims Puerto Rico, Dem debate stage narrows & Prof. Matthew McConaughey? The Morning Rundown"
871,4,2019-08-29 11:53:12,Yahoo! News,Syrian army presses on in Idlib province as death toll rises
872,9,2019-08-29 11:53:28,The Washington Post,"EPA to reverse limits on methane, a potent greenhouse gas"
873,10,2019-08-29 11:55:05,Yahoo! News,Lawrence O’Donnell Retracts Report on Trump’s Ties to Oligarchs after Legal Threat: ‘I Apologize’
874,9,2019-08-29 11:58:37,Slate,Trump Proposes Eliminating Methane Emissions Regulations for the Oil and Gas Industry
875,3,2019-08-29 11:58:54,National Review,Kirsten Gillibrand Ends Presidential Campaign: Good Riddance
877,9,2019-08-29 12:02:10,The Washington Post,New rollback for climate-changing releases from oilfields
878,4,2019-08-29 12:04:35,The Guardian,Yemeni troops hit by airstrikes amid fierce fighting for control of Aden
879,4,2019-08-29 12:16:07,Yahoo! News,Detained writer urges Australia to help free him from China
881,9,2019-08-29 12:18:00,NBC News,Trump admin to roll back rules on climate-changing methane
882,9,2019-08-29 12:18:51,NBC News,Trump admin to roll back rules on climate-changing methane
883,8,2019-08-29 12:32:42,Breitbart,FBI Examining Broken Cameras Outside Jeffrey Epstein's Jail Cell
885,9,2019-08-29 12:35:15,Los Angeles Times,"EPA plans to abandon regulations on methane emissions, reports say"
886,9,2019-08-29 12:37:32,Yahoo! News,Trump administration to relax methane limits at oil and gas operations
887,1,2019-08-29 12:38:12,The Washington Post,US economy grew at a moderate 2% annual rate last quarter
888,9,2019-08-29 12:40:55,Reuters,Trump administration to relax methane limits at oil and gas operations
889,4,2019-08-29 12:41:22,Reuters,Violent protest erupts in capital of Indonesia's Papua
